trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,ext_pos_image,dom_pos_image,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,12.995653833000688,12.995653833000688,space,0.6560067919926951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004476,001,A,2023-05-11_10h47.08.540,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.690755707997596,13.690755707997596,space,0.11705770800472237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004476,001,A,2023-05-11_10h47.08.540,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.826402082995628,13.826402082995628,space,0.18252954199851956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004476,001,A,2023-05-11_10h47.08.540,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,14.031394833000377,space,0.37494470899400767,,,,,,,,,,,,,,,,,,,,,,,,,,,,004476,001,A,2023-05-11_10h47.08.540,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.42042137500539,16.451986708008917,18.451413167000283,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,18.795717083005,left,0,0.6884458759886911,19.555556916995556,19.555556916995556,19.555556916995556,19.555556916995556,19.555556916995556,19.555556916995556,19.555556916995556,19.555556916995556,20.026254625001457,20.026254625001457,20.08750945799693,,,,,,,,
