age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,participant,session,group,date,expName,psychopyVersion,frameRate,
44.006458875001044,44.006458875001044,44.006458875001044,44.006458875001044,44.006458875001044,44.006458875001044,44.006458875001044,44.006458875001044,0.0030073750003793975,,,,,,,,
