trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,question_mark_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,outcome_feedback.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.363632083994162,16.363632083994162,space,0.591103999002371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623530,001,A,2023-07-03_10h32.22.956,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,16.994667667000613,16.994667667000613,space,0.11887333300546743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623530,001,A,2023-07-03_10h32.22.956,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,17.12494224999682,17.12494224999682,space,0.14099595800507814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623530,001,A,2023-07-03_10h32.22.956,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,17.280270249997557,space,0.13893587400525576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623530,001,A,2023-07-03_10h32.22.956,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43644095899799,19.45687408399681,19.45687408399681,21.4634130419945,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,21.839040624996414,23.80474024999421,left,0,6.319863708005869,28.208737208995444,28.208737208995444,28.208737208995444,28.208737208995444,28.208737208995444,28.208737208995444,28.208737208995444,28.208737208995444,28.685216499994567,28.685216499994567,28.749785416999657,30.159400042000925,30.159400042000925,30.22880170899589,30.22880170899589,30.22880170899589,0.017111417000705842,30.22880170899589,30.22880170899589,,,,,,,,
