Condition,bern_param_play,bern_param_not_play,dP,impact,text_instruction,is_task_obs,bern_param_left_down,bern_param_left_up,bern_param_right_down,bern_param_right_up,bern_param_z,bern_param_up,bern_param_down,trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,firstRun.thisRepN,firstRun.thisTrialN,firstRun.thisN,firstRun.thisIndex,firstBlocks.thisRepN,firstBlocks.thisTrialN,firstBlocks.thisN,firstBlocks.thisIndex,loop_exps23.thisRepN,loop_exps23.thisTrialN,loop_exps23.thisN,loop_exps23.thisIndex,innerRun.thisRepN,innerRun.thisTrialN,innerRun.thisN,innerRun.thisIndex,innerBlocks.thisRepN,innerBlocks.thisTrialN,innerBlocks.thisN,innerBlocks.thisIndex,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,image_avec_training.started,image_sans_training.started,joueur.started,question_mark_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,image_avec_outcome_training.started,image_sans_outcome_training.started,cross_outcome_training.started,joueur_feedback.started,image_outcome_training.started,text_resultat.started,cross_outcome_training.stopped,image_outcome_training.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,attractiveness.response,attractiveness.rt,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,slider_recommandation.response,slider_recommandation.rt,text.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_2.started,text_2.stopped,text_instr_11.started,key_resp_11.started,avec_inst_23.started,sans_instr_23.started,domicile_instr_23.started,exterieur_instr_23.started,avec_instr_23.started,sans_inst_23.started,domicile_inst_23.started,exterieur_inst_23.started,key_resp_11.keys,key_resp_11.rt,observation_var.routineStartVal,key_resp_3.started,avec3.started,sans3.started,domicile3.started,exterieur3.started,observation.started,text_nombre_matchs_third.started,text_question_trial23.started,text_numero_joueur.started,cross_fixation.started,image_avec_cues_23.started,image_sans_cues_23.started,image_domicile_cues_23.started,image_exterieur_cues_23.started,question_mark3.started,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,observation_var.routineEndVal,fb_text_choice_component.started,nombre_matchs_third_outcome.started,avec3_outcome.started,sans3_outcome.started,domicile3_outcome.started,exterieur3_outcome.started,domicile_feedback23.started,exterieur_feedback23.started,text_question_outcome23.started,text_joueur_numero.started,cross_feedback23.started,avec_feedback23.started,sans_feedback23.started,image_outcome3.started,resultat3_outcome.started,cross_feedback23.stopped,image_outcome3.stopped,resultat3_outcome.stopped,outcome3_var.routineEndVal,text_instr_12.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.4283283330151,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,822.7215696249914,,right,0,0.41881462500896305,823.1739994999953,823.1739994999953,823.1739994999953,823.1739994999953,823.1739994999953,823.1739994999953,823.1739994999953,823.1739994999953,823.6659372920112,823.6659372920112,823.6967075419961,825.1429194580123,825.1429194580123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.164471666998,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,825.5063781249919,,right,0,0.44691324900486507,825.9876727919909,825.9876727919909,825.9876727919909,825.9876727919909,825.9876727919909,825.9876727919909,825.9876727919909,825.9876727919909,826.4793012920127,826.4793012920127,826.5099667500181,827.9586807079904,827.9586807079904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.96667587501,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,828.310995250009,,right,0,0.2767055000003893,828.6163245830103,828.6163245830103,828.6163245830103,828.6163245830103,828.6163245830103,828.6163245830103,828.6163245830103,828.6163245830103,829.1075003330188,829.1075003330188,829.1380275420088,830.5873190830171,830.5873190830171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.5957184580038,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,830.9447034579935,,right,0,0.3211135830206331,831.2951393330004,831.2951393330004,831.2951393330004,831.2951393330004,831.2951393330004,831.2951393330004,831.2951393330004,831.2951393330004,831.7859349170176,831.7859349170176,831.8166645420133,833.2620303750155,833.2620303750155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.283753124997,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,833.592698249995,,left,0,0.34666379098780453,833.9782812079939,833.9782812079939,833.9782812079939,833.9782812079939,833.9782812079939,833.9782812079939,833.9782812079939,833.9782812079939,834.4668151669903,834.4668151669903,834.4973584169929,835.9459983330162,835.9459983330162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.9672162920178,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,836.3059522919939,,left,0,0.10903724899981171,836.4465150829928,836.4465150829928,836.4465150829928,836.4465150829928,836.4465150829928,836.4465150829928,836.4465150829928,836.4465150829928,836.9408880420087,836.9408880420087,836.9714870419994,838.4212743749958,838.4212743749958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.4247007920058,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,838.7704098329996,,left,0,0.008899125008611009,838.8186515420093,838.8186515420093,838.8186515420093,838.8186515420093,838.8186515420093,838.8186515420093,838.8186515420093,838.8186515420093,839.3120033330051,839.3120033330051,839.3424671670073,840.7840306670114,840.7840306670114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.7969022080069,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,841.1328490420128,,left,0,0.09700454099220224,841.2574797919951,841.2574797919951,841.2574797919951,841.2574797919951,841.2574797919951,841.2574797919951,841.2574797919951,841.2574797919951,841.7475809580064,841.7475809580064,841.7780626669992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.242444042,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,843.5582927500072,,left,0,0.2188981240033172,843.8080622919952,843.8080622919952,843.8080622919952,843.8080622919952,843.8080622919952,843.8080622919952,843.8080622919952,843.8080622919952,844.2960221669928,844.2960221669928,844.3265475830121,845.7767821669986,845.7767821669986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7847923329973,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,846.168155042018,,left,0,0.171664998983033,846.3734497920086,846.3734497920086,846.3734497920086,846.3734497920086,846.3734497920086,846.3734497920086,846.3734497920086,846.3734497920086,846.8608702920028,846.8608702920028,846.8908510000037,848.337107667001,848.337107667001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.360850750003,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,848.711386333016,,left,0,0.2144477079855278,848.9648989580164,848.9648989580164,848.9648989580164,848.9648989580164,848.9648989580164,848.9648989580164,848.9648989580164,848.9648989580164,849.4550243749982,849.4550243749982,849.4856239170185,850.9349315830041,850.9349315830041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.9436223329976,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,851.2735746669932,,left,0,0.05997587399906479,851.3801694170106,851.3801694170106,851.3801694170106,851.3801694170106,851.3801694170106,851.3801694170106,851.3801694170106,851.3801694170106,851.8693940000085,851.8693940000085,851.8999545419938,853.3487831669918,853.3487831669918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,4,4,7,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.357646916993,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,853.6965263750171,,left,0,0.3626419990323484,854.0890063749976,854.0890063749976,854.0890063749976,854.0890063749976,854.0890063749976,854.0890063749976,854.0890063749976,854.0890063749976,854.5793582079932,854.5793582079932,854.6100707919977,856.0556019170035,856.0556019170035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.2865345829923,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,878.6577953330125,,left,0,1.9245047910080757,880.6154389170115,880.6154389170115,880.6154389170115,880.6154389170115,880.6154389170115,880.6154389170115,880.6154389170115,880.6154389170115,881.1042398750142,881.1042398750142,881.1348378749972,882.5836862919969,882.5836862919969,856.0940740829974,856.0940740829974,856.0940740829974,0.005830708018038422,856.0940740829974,856.0940740829974,9.0,10.205021500005387,"[0.4103869653767821, 0.048879837067209775, 0.42973523421588594]","[-0.0010183299389002036, -0.31262729124236255, -0.2892057026476578]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.118827875005081, 20.179625958000543, 22.213573542016093]",['validate'],0.9887983706720977,20.313017874985235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.5919244580145,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,882.9304656670138,,left,0,0.15021949901711196,883.1175444170076,883.1175444170076,883.1175444170076,883.1175444170076,883.1175444170076,883.1175444170076,883.1175444170076,883.1175444170076,883.6085235420032,883.6085235420032,883.6391915419954,885.0922361249977,885.0922361249977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.0958041670092,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,885.4546898330154,,left,0,0.21255983301671222,885.6955792079971,885.6955792079971,885.6955792079971,885.6955792079971,885.6955792079971,885.6955792079971,885.6955792079971,885.6955792079971,886.1853686250106,886.1853686250106,886.215956333006,887.6641046669974,887.6641046669974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.6769599170075,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,887.9927721669956,,left,0,0.44354716601083055,888.4714983750018,888.4714983750018,888.4714983750018,888.4714983750018,888.4714983750018,888.4714983750018,888.4714983750018,888.4714983750018,888.9615565419954,888.9615565419954,888.9922213329992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.4588021670061,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,890.7761726250174,,left,0,0.38406354098697193,891.1904692079988,891.1904692079988,891.1904692079988,891.1904692079988,891.1904692079988,891.1904692079988,891.1904692079988,891.1904692079988,891.6838785420114,891.6838785420114,891.7145456669969,893.1614031670033,893.1614031670033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.1690726669913,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,893.5259142080031,,left,0,0.2636574989883229,893.832179332996,893.832179332996,893.832179332996,893.832179332996,893.832179332996,893.832179332996,893.832179332996,893.832179332996,894.3336313329928,894.3336313329928,894.3641701250162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.8119900000165,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,896.1761712080042,,left,0,0.6964340820268262,896.9024332080153,896.9024332080153,896.9024332080153,896.9024332080153,896.9024332080153,896.9024332080153,896.9024332080153,896.9024332080153,897.3926053330069,897.3926053330069,897.423062167014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.8867407499929,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,899.2419627500058,,left,0,0.7131690000242088,899.9889441670093,899.9889441670093,899.9889441670093,899.9889441670093,899.9889441670093,899.9889441670093,899.9889441670093,899.9889441670093,900.4830520419928,900.4830520419928,900.513652833004,901.9604632919945,901.9604632919945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.9692205000028,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,902.3311335830076,,left,0,0.6841560830071103,903.063604541996,903.063604541996,903.063604541996,903.063604541996,903.063604541996,903.063604541996,903.063604541996,903.063604541996,903.559250167018,903.559250167018,903.5905050000001,905.0398931670061,905.0398931670061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.0434148749919,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,905.382005958003,,left,0,0.45930770799168386,905.8750127500098,905.8750127500098,905.8750127500098,905.8750127500098,905.8750127500098,905.8750127500098,905.8750127500098,905.8750127500098,906.37456604201,906.37456604201,906.4050609169935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.8549840420019,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,908.1775803329947,,left,0,0.3281540409952868,908.53328516701,908.53328516701,908.53328516701,908.53328516701,908.53328516701,908.53328516701,908.53328516701,908.53328516701,909.0324358750076,909.0324358750076,909.0630732919963,910.5102674170048,910.5102674170048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.51369183301,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,910.8820147500082,,left,0,0.11991574900457636,911.0297560830077,911.0297560830077,911.0297560830077,911.0297560830077,911.0297560830077,911.0297560830077,911.0297560830077,911.0297560830077,911.5361030829954,911.5361030829954,911.5670036670053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0144360419945,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,913.3467494170181,,right,0,0.4497201240155846,913.8256017499953,913.8256017499953,913.8256017499953,913.8256017499953,913.8256017499953,913.8256017499953,913.8256017499953,913.8256017499953,914.3170337500051,914.3170337500051,914.3475314580137,915.7936708329944,915.7936708329944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,6,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.8180991249974,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,916.1544226669939,,right,0,0.24825070798397064,916.4435375420144,916.4435375420144,916.4435375420144,916.4435375420144,916.4435375420144,916.4435375420144,916.4435375420144,916.4435375420144,916.9292795830115,916.9292795830115,916.9596768330084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235661,001,A,2023-04-12_10h20.37.374,vb_task_exp_1,2022.2.5,None,
