text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,participant,session,group,date,expName,psychopyVersion,frameRate,
24.57707854200271,24.57707854200271,space,10.344353333006438,,,,,,,044448,001,B,2023-07-04_16h20.37.994,vb_task_exp_1,2022.2.5,None,
,,,,34.944347291995655,34.944347291995655,space,17.318493457998557,,,044448,001,B,2023-07-04_16h20.37.994,vb_task_exp_1,2022.2.5,None,
,,,,,,,,52.27508400000079,52.27508400000079,,,,,,,,
