trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,question_mark_training.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,11.727939917000185,11.727939917000185,11.727939917000185,11.727939917000185,11.727939917000185,11.727939917000185,11.727939917000185,11.727939917000185,0.0031221249992086086,17.67879033399913,3.0,2.5732145410001976,2.0,3.9133455410010356,2.0,4.815727790999517,1.9981484910201814,5.974185125000076,0.017311608961303463,-0.3910386965376782,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635546,001,A,2023-04-24_16h03.49.144,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54210966699975,18.54210966699975,space,1.0585121250005614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635546,001,A,2023-04-24_16h03.49.144,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64922850000039,19.64922850000039,space,0.4262371240001812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635546,001,A,2023-04-24_16h03.49.144,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09959549999985,20.09959549999985,space,1.142888332999064,,,,,,,,,,,,,,,,,,,,,,,,,,,,635546,001,A,2023-04-24_16h03.49.144,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,21.257878667000114,space,0.5923425830005726,,,,,,,,,,,,,,,,635546,001,A,2023-04-24_16h03.49.144,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.864675041999362,23.875301500000205,23.875301500000205,25.883967499999926,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,26.202915500000017,28.18048879199887,,,,,,,,
