trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_4.started,cross.started,cross.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,12.146671917000276,12.146671917000276,12.146671917000276,12.146671917000276,12.146671917000276,12.146671917000276,12.146671917000276,12.146671917000276,0.0030626659990957705,36.011531792000824,4.0,21.020482583999183,2.0,21.846772917000635,2.0,22.729828625000664,2.0055545269394557,23.886832750000394,0.01120162932790224,-0.3910386965376782,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673070,001,A,2023-04-24_16h00.22.984,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.80931179199979,36.80931179199979,space,0.8333933329995489,,,,,,,,,,,,,,,,,,,,,,,,,673070,001,A,2023-04-24_16h00.22.984,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.681590416999825,37.681590416999825,space,0.13736000000062631,,,,,,,,,,,,,,,,,,,,,673070,001,A,2023-04-24_16h00.22.984,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.841152584000156,37.841152584000156,space,0.1601334989991301,,,,,,,,,,,,,,,,,673070,001,A,2023-04-24_16h00.22.984,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,38.025993834000474,space,0.5464274160003697,,,,,673070,001,A,2023-04-24_16h00.22.984,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58007233399985,40.601159084000756,42.59594512500007,,,,,,,,,
