trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,ext_pos_image,dom_pos_image,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,11.428685040998971,11.428685040998971,space,0.5467982089976431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556888,001,A,2023-06-29_16h10.15.839,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.009084625002288,12.009084625002288,space,0.1623325839973404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556888,001,A,2023-06-29_16h10.15.839,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.178357583001343,12.178357583001343,space,0.18773712599795545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556888,001,A,2023-06-29_16h10.15.839,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,12.381874999999127,space,0.21266325100077665,,,,,,,,,,,,,,,,,,556888,001,A,2023-06-29_16h10.15.839,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60904441599996,14.620352750000166,14.620352750000166,16.626461832998757,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,16.99488320800083,left,0,0.34997737599769607,,,,,,,,
