trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,question_mark_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,outcome_feedback.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.993686667003203,16.993686667003203,space,1.046154583003954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082354,001,A,2023-05-10_11h35.16.985,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,18.090657875000034,18.090657875000034,space,0.10923054200247861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082354,001,A,2023-05-10_11h35.16.985,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,18.221668083991972,18.221668083991972,space,0.12883616599719971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082354,001,A,2023-05-10_11h35.16.985,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,18.369390459003625,space,0.34428900000057183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082354,001,A,2023-05-10_11h35.16.985,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73600879199512,20.760718374993303,22.757763083995087,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,23.060023458994692,25.034311791998334,left,0,5.550948998992681,28.6613366669917,28.6613366669917,28.6613366669917,28.6613366669917,28.6613366669917,28.6613366669917,28.6613366669917,28.6613366669917,29.145394624996698,29.145394624996698,29.17748945899075,30.604877874997328,30.604877874997328,30.679041374998633,30.679041374998633,30.679041374998633,0.015953790993080474,30.679041374998633,30.679041374998633,,,,,,,,
