trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.934843708000699,11.934843708000699,11.934843708000699,11.934843708000699,11.934843708000699,11.934843708000699,11.934843708000699,11.934843708000699,0.0030489170021610335,16.88392775000102,4.0,2.4626320409988693,2.0,3.343817291999585,2.0,4.265274917001079,1.9740788742825401,4.97236462499859,-0.004073319755600814,-0.37780040733197556,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,876925,001,A,2023-04-24_17h14.38.327,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6776845830027,17.6776845830027,space,1.0475691669962544,,,,,,,,,,,,,,,,,,,,,,,,876925,001,A,2023-04-24_17h14.38.327,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.761467500000435,18.761467500000435,space,0.34550158299680334,,,,,,,,,,,,,,,,,,,,876925,001,A,2023-04-24_17h14.38.327,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.135217125000054,19.135217125000054,space,0.5116219160008768,,,,,,,,,,,,,,,,876925,001,A,2023-04-24_17h14.38.327,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,19.666764249999687,space,0.9939657909999369,,,,876925,001,A,2023-04-24_17h14.38.327,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.671094625002297,22.684953583000606,22.684953583000606,,,,,,,,
