trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,ext_pos_image,dom_pos_image,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,11.498009625000122,11.498009625000122,11.498009625000122,11.498009625000122,11.498009625000122,11.498009625000122,11.498009625000122,11.498009625000122,0.003075540998906945,16.69268183299937,4.0,2.5276180420005403,3.0,3.5587926669995795,3.0,4.303840291999222,1.9981484910201814,5.218067457999496,0.018329938900203666,-0.395112016293279,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302149,001,A,2023-04-24_16h36.44.677,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.339969791999465,17.339969791999465,space,0.710320000000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302149,001,A,2023-04-24_16h36.44.677,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.085844457998974,18.085844457998974,space,0.16741870800069591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302149,001,A,2023-04-24_16h36.44.677,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.280363124998985,18.280363124998985,space,0.1514471249993221,,,,,,,,,,,,,,,,,,,,,,,,,,,302149,001,A,2023-04-24_16h36.44.677,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,18.443691082999067,space,0.16856362500038813,,,,,,,,,,,,,,,302149,001,A,2023-04-24_16h36.44.677,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62851312500061,20.641410166999776,20.641410166999776,22.64479104199927,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,22.987162166999042,,,,,,,,
