Condition,bern_param_play,bern_param_not_play,dP,impact,avec_key,sans_key,dom_key,ext_key,trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,firstRun.thisRepN,firstRun.thisTrialN,firstRun.thisN,firstRun.thisIndex,firstBlocks.thisRepN,firstBlocks.thisTrialN,firstBlocks.thisN,firstBlocks.thisIndex,loop_exps23.thisRepN,loop_exps23.thisTrialN,loop_exps23.thisN,loop_exps23.thisIndex,text_instruction,is_task_obs,innerRun.thisRepN,innerRun.thisTrialN,innerRun.thisN,innerRun.thisIndex,bern_param_left_down,bern_param_left_up,bern_param_right_down,bern_param_right_up,bern_param_z,bern_param_up,bern_param_down,innerBlocks.thisRepN,innerBlocks.thisTrialN,innerBlocks.thisN,innerBlocks.thisIndex,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,outcome_feedback.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,attractiveness.response,attractiveness.rt,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,slider_recommandation.response,slider_recommandation.rt,text.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_2.started,text_2.stopped,text_instr_11.started,key_resp_11.started,avec_inst_23.started,sans_instr_23.started,domicile_instr_23.started,exterieur_instr_23.started,avec_instr_23.started,sans_inst_23.started,domicile_inst_23.started,exterieur_inst_23.started,key_resp_11.keys,key_resp_11.rt,observation_var.routineStartVal,key_resp_3.started,avec3.started,sans3.started,domicile3.started,exterieur3.started,observation.started,text_nombre_matchs_third.started,question_trial23.started,numero_joueur_cues_23.started,cross_fixation.started,avec_cues_23.started,sans_cues_23.started,domicile_cues_23.started,exterieur_cues_23.started,question_mark3.started,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.963616457998796,50.963616457998796,50.963616457998796,50.963616457998796,50.963616457998796,50.963616457998796,50.963616457998796,50.963616457998796,0.0029934590002085315,60.412853791998714,4.0,6.156984167000701,2.0,7.11122429200077,3.0,8.813757584000996,2.01296056285873,9.473566583999855,0.003054989816700611,-0.38391038696537677,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.87115816699952,60.87115816699952,space,0.9607041250019392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.87767420799901,61.87767420799901,space,0.3083122500011086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19941241699962,62.19941241699962,space,0.35737191700172843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,62.589777666999,space,0.518171458001234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,76.66626679199908,space,1.0216624160020729,63.12468741699922,65.13594233299955,65.13594233299955,67.1280025420001,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,67.49277649999931,left,0,1.0605872080013796,68.6028478749995,68.6028478749995,68.6028478749995,68.6028478749995,68.6028478749995,68.6028478749995,68.6028478749995,68.6028478749995,69.0785553329988,69.0785553329988,69.14187820799998,70.54652695799996,70.54652695799996,70.6322565419996,70.6322565419996,70.6322565419996,0.030678707998959,70.6322565419996,70.6322565419996,1.0,1.6750668750009936,"[0.04378818737270876, -0.045824847250509164, 0.43686354378818737]","[-0.003054989816700611, -0.3054989816700611, -0.29022403258655805]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6068482499995298, 2.354381999999532, 3.0235613329987245]",['validate'],0.04175152749490835,2.4303886249999778,73.61666554200019,73.61666554200019,space,1.035961875000794,74.67007291699883,76.66626679199908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.71748133300025,79.71595562499897,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,80.11658416699902,left,0,0.993054625001605,81.14365924999947,81.14365924999947,81.14365924999947,81.14365924999947,81.14365924999947,81.14365924999947,81.14365924999947,81.14365924999947,81.64644762500029,81.64644762500029,81.67640837499857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.11513716700028,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,83.43291708299876,left,0,1.416041917002076,84.87759216699851,84.87759216699851,84.87759216699851,84.87759216699851,84.87759216699851,84.87759216699851,84.87759216699851,84.87759216699851,85.37719491699863,85.37719491699863,85.40729533299964,86.85039733299891,86.85039733299891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.85840933299914,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,87.21862487499857,left,0,0.8326452920009615,88.07956912499867,88.07956912499867,88.07956912499867,88.07956912499867,88.07956912499867,88.07956912499867,88.07956912499867,88.07956912499867,88.56861962499897,88.56861962499897,88.59925083300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.10117754199928,90.10117754199928,90.10117754199928,0.022003207999659935,90.10117754199928,90.10117754199928,0.0,1.9416106669996225,"[-0.0050916496945010185, -0.05804480651731161, -0.0539714867617108, 0.4439918533604888]","[0.003054989816700611, -0.29429735234215887, -0.3024439918533605, -0.3054989816700611]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.849130291999245, 2.8246504580001783, 3.591508832998443, 4.186702166998657]",['validate'],0,3.6414589999985765,94.26675375000013,94.26675375000013,space,1.2208980420018634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431958,001,A,2023-04-24_15h18.19.110,vb_task_exp_1,2022.2.5,None,
