age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,participant,session,group,date,expName,psychopyVersion,frameRate,
13.010887083000853,13.010887083000853,13.010887083000853,13.010887083000853,13.010887083000853,13.010887083000853,13.010887083000853,13.010887083000853,0.0030392499975278042,,,,,,,,
