text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,participant,session,group,date,expName,psychopyVersion,frameRate,
12.899542082999687,12.899542082999687,space,60.434774708002806,,,,,,,532629,001,A,2023-06-29_14h42.57.427,vb_task_exp_1,2022.2.5,None,
,,,,73.38610441700075,73.38610441700075,space,0.32446195800366695,,,532629,001,A,2023-06-29_14h42.57.427,vb_task_exp_1,2022.2.5,None,
,,,,,,,,73.71753629199884,73.71753629199884,,,,,,,,
