trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,ext_pos_image,dom_pos_image,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,14.424768041999414,14.424768041999414,14.424768041999414,14.424768041999414,14.424768041999414,14.424768041999414,14.424768041999414,14.424768041999414,0.0030443750001722947,25.048526749998928,3.0,6.315946707998592,2.0,8.927933249999114,2.0,9.679578291001235,2.009257544899093,10.64771033299985,-0.002036659877800407,-0.37678207739307534,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232932,001,A,2023-04-24_16h34.13.068,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96725520899963,25.96725520899963,space,4.598115458000393,,,,,,,,,,,,,,,,,,,,,,,,,,232932,001,A,2023-04-24_16h34.13.068,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.604135458999735,30.604135458999735,space,0.11626562499986903,,,,,,,,,,,,,,,,,,,,,,232932,001,A,2023-04-24_16h34.13.068,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.739842791999763,30.739842791999763,space,0.1834019999987504,,,,,,,,,,,,,,,,,,232932,001,A,2023-04-24_16h34.13.068,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,30.934964500000206,space,0.16628054100146983,,,,,,232932,001,A,2023-04-24_16h34.13.068,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10882595899966,33.12921987499976,33.12921987499976,35.129673166999055,,,,,,,,,
