trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,Condition,bern_param_play,bern_param_not_play,dP,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cross.started,cross.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.00065020799957,12.00065020799957,12.00065020799957,12.00065020799957,12.00065020799957,12.00065020799957,12.00065020799957,12.00065020799957,0.0030441250000876607,16.744137124998815,4.0,2.2393506669995986,2.0,3.1989785410005425,2.0,3.8706187500010856,2.0407331975560083,4.767130917000031,0.025458248472505093,-0.3869653767820774,1,0,0,nextButton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803012,001,A,2023-04-24_15h37.39.861,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.837983749999694,17.837983749999694,space,1.0879845840008784,,,,,,,,,,,,,,,,,,,,,,,,,,,803012,001,A,2023-04-24_15h37.39.861,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.964041249999354,18.964041249999354,space,0.569221292002112,,,,,,,,,,,,,,,,,,,,,,,803012,001,A,2023-04-24_15h37.39.861,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.55283962499925,19.55283962499925,space,0.622136625001076,,,,,,,,,,,,,,,,,,,803012,001,A,2023-04-24_15h37.39.861,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,20.18705741699887,space,0.6316912090005644,,,,,,,803012,001,A,2023-04-24_15h37.39.861,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.828400207999948,22.83614604200011,22.83614604200011,24.82631045800008,24.82631045800008,,,,,,,,,
