Condition,bern_param_play,bern_param_not_play,dP,impact,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,dom_pos_image,ext_pos_image,trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,firstRun.thisRepN,firstRun.thisTrialN,firstRun.thisN,firstRun.thisIndex,firstBlocks.thisRepN,firstBlocks.thisTrialN,firstBlocks.thisN,firstBlocks.thisIndex,loop_exps23.thisRepN,loop_exps23.thisTrialN,loop_exps23.thisN,loop_exps23.thisIndex,text_instruction,is_task_obs,innerRun.thisRepN,innerRun.thisTrialN,innerRun.thisN,innerRun.thisIndex,bern_param_left_down,bern_param_left_up,bern_param_right_down,bern_param_right_up,bern_param_z,bern_param_up,bern_param_down,innerBlocks.thisRepN,innerBlocks.thisTrialN,innerBlocks.thisN,innerBlocks.thisIndex,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,question_mark_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,outcome_feedback.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,attractiveness.response,attractiveness.rt,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,slider_recommandation.response,slider_recommandation.rt,text.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_2.started,text_2.stopped,text_4.stopped,text_instr_11.started,key_resp_11.started,avec_inst_23.started,sans_instr_23.started,domicile_instr_23.started,exterieur_instr_23.started,avec_instr_23.started,sans_inst_23.started,domicile_inst_23.started,exterieur_inst_23.started,key_resp_11.keys,key_resp_11.rt,observation_var.routineStartVal,key_resp_3.started,avec3.started,sans3.started,domicile3.started,exterieur3.started,observation.started,text_nombre_matchs_third.started,question_trial23.started,numero_joueur_cues_23.started,cross_fixation.started,avec_cues_23.started,sans_cues_23.started,domicile_cues_23.started,exterieur_cues_23.started,question_mark3.started,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,observation_var.routineEndVal,participant,session,group,date,expName,psychopyVersion,frameRate,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.4933897079973,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,719.8405505829942,,right,0,0.4614230410006712,720.3436379999985,720.3436379999985,720.3436379999985,720.3436379999985,720.3436379999985,720.3436379999985,720.3436379999985,720.3436379999985,720.8350053329996,720.8350053329996,720.8669079999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.3240224580004,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,722.6677585829966,,right,0,0.3684560830006376,723.0763977079987,723.0763977079987,723.0763977079987,723.0763977079987,723.0763977079987,723.0763977079987,723.0763977079987,723.0763977079987,723.5637001249997,723.5637001249997,723.5959296250003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0643412919962,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,725.4083762500013,,left,0,0.37514637500134995,725.8161804580013,725.8161804580013,725.8161804580013,725.8161804580013,725.8161804580013,725.8161804580013,725.8161804580013,725.8161804580013,726.3076647919952,726.3076647919952,726.3398397919955,727.781178917001,727.781178917001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.802488166999,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,728.1499818329976,,left,0,0.13002062500163447,728.3147492919961,728.3147492919961,728.3147492919961,728.3147492919961,728.3147492919961,728.3147492919961,728.3147492919961,728.3147492919961,728.8048217079995,728.8048217079995,728.8369689169995,730.2769670829948,730.2769670829948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.2921824169971,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,730.6060574169969,,left,0,0.06375066700275056,730.7078715419993,730.7078715419993,730.7078715419993,730.7078715419993,730.7078715419993,730.7078715419993,730.7078715419993,730.7078715419993,731.1974285420001,731.1974285420001,731.2293139999965,732.6688825419988,732.6688825419988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.6952152499944,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,733.0585475830012,,left,0,0.001510665999376215,733.094964625001,733.094964625001,733.094964625001,733.094964625001,733.094964625001,733.094964625001,733.094964625001,733.094964625001,733.5827351249973,733.5827351249973,733.6148836249995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.0849484579958,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,735.4374087079996,,left,0,0.40004162400146015,735.8719862500002,735.8719862500002,735.8719862500002,735.8719862500002,735.8719862500002,735.8719862500002,735.8719862500002,735.8719862500002,736.370629416997,736.370629416997,736.4028103749952,737.8391202079947,737.8391202079947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.8497889579958,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,738.2010790829954,,left,0,0.6015586249995977,738.8413174999951,738.8413174999951,738.8413174999951,738.8413174999951,738.8413174999951,738.8413174999951,738.8413174999951,738.8413174999951,739.3298493749971,739.3298493749971,739.3619031249982,740.8002370419999,740.8002370419999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.8154141249979,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,741.1556331669999,,left,0,0.1455768329979037,741.3315450419977,741.3315450419977,741.3315450419977,741.3315450419977,741.3315450419977,741.3315450419977,741.3315450419977,741.3315450419977,741.8229109579988,741.8229109579988,741.8549612499992,743.2972889169978,743.2972889169978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.3182689999958,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,743.6653165419993,,left,0,0.3269974579961854,744.023972791998,744.023972791998,744.023972791998,744.023972791998,744.023972791998,744.023972791998,744.023972791998,744.023972791998,744.5112372919975,744.5112372919975,744.5431536670003,745.9851872500003,745.9851872500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0015609580005,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,746.3424487919983,,left,0,0.4456709999940358,746.824055457997,746.824055457997,746.824055457997,746.824055457997,746.824055457997,746.824055457997,746.824055457997,746.824055457997,747.3108782499985,747.3108782499985,747.3429677499953,748.7862255419968,748.7862255419968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.8016313330008,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,749.1468309170014,,left,0,0.08764620800502598,749.2636515419945,749.2636515419945,749.2636515419945,749.2636515419945,749.2636515419945,749.2636515419945,749.2636515419945,749.2636515419945,749.759161916998,749.759161916998,749.7912622079966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.2441232079946,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,751.5514026249948,,left,0,0.1348632910012384,751.7160347079989,751.7160347079989,751.7160347079989,751.7160347079989,751.7160347079989,751.7160347079989,751.7160347079989,751.7160347079989,752.2108352079958,752.2108352079958,752.2428198329944,753.6798647079995,753.6798647079995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.695275207996,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,754.0885887080003,,right,0,0.6697492910025176,754.7889306669967,754.7889306669967,754.7889306669967,754.7889306669967,754.7889306669967,754.7889306669967,754.7889306669967,754.7889306669967,755.283294791996,755.283294791996,755.3154827920007,756.7497309579994,756.7497309579994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.7765321249972,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,757.1469800419945,,right,0,0.08328154199989513,757.2651346669954,757.2651346669954,757.2651346669954,757.2651346669954,757.2651346669954,757.2651346669954,757.2651346669954,757.2651346669954,757.7687181250003,757.7687181250003,757.8008004169969,759.2275727499946,759.2275727499946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.2428704579943,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,759.6042323750007,,right,0,0.5011285000000498,760.1495919579975,760.1495919579975,760.1495919579975,760.1495919579975,760.1495919579975,760.1495919579975,760.1495919579975,760.1495919579975,760.6392817499946,760.6392817499946,760.671378250001,762.1105570829968,762.1105570829968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.1260310419966,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,762.4796417499965,,right,0,1.717667665994668,764.2418980000002,764.2418980000002,764.2418980000002,764.2418980000002,764.2418980000002,764.2418980000002,764.2418980000002,764.2418980000002,764.7470875829968,764.7470875829968,764.7792686249959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.2230330829989,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,766.5471889580003,,right,0,0.4457751250010915,767.0314240419975,767.0314240419975,767.0314240419975,767.0314240419975,767.0314240419975,767.0314240419975,767.0314240419975,767.0314240419975,767.5221390829975,767.5221390829975,767.5542575,768.9893280830001,768.9893280830001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0156701249944,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,769.3269050829986,,right,0,0.36190870800055563,769.7244100829994,769.7244100829994,769.7244100829994,769.7244100829994,769.7244100829994,769.7244100829994,769.7244100829994,769.7244100829994,770.2177269169988,770.2177269169988,770.2500135000009,771.6872212919989,771.6872212919989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7025327079973,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,772.0634023749953,774.0526018749952,right,0,2.254837917003897,774.3547256249949,774.3547256249949,774.3547256249949,774.3547256249949,774.3547256249949,774.3547256249949,774.3547256249949,774.3547256249949,774.8406649169992,774.8406649169992,774.8726054579965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.3414895829992,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,776.6680148329979,,right,0,0.049535790996742435,776.7536547499985,776.7536547499985,776.7536547499985,776.7536547499985,776.7536547499985,776.7536547499985,776.7536547499985,776.7536547499985,777.246075791998,777.246075791998,777.2783317499998,778.7142008749943,778.7142008749943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.7393159999992,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,779.0632558329962,,left,0,0.152386291003495,779.2446154579957,779.2446154579957,779.2446154579957,779.2446154579957,779.2446154579957,779.2446154579957,779.2446154579957,779.2446154579957,779.731656332995,779.731656332995,779.7638357079995,781.205411582996,781.205411582996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.2254936669997,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,781.5748217919972,,right,0,0.25941662400146015,781.8695064169951,781.8695064169951,781.8695064169951,781.8695064169951,781.8695064169951,781.8695064169951,781.8695064169951,781.8695064169951,782.3565462919942,782.3565462919942,782.3887778329954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
3,0.5,0.5,0.0,0,left,right,down,up,"(-0.2,-0.1)","(0.2,-0.1)","(0,-0.3)","(0,0.1)","(-0.2,0.0)","(0.2,0.0)","(0.0, -0.2)","(0.0, 0.2)",,,,,,,,,0,4,4,4,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.8617689999955,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,784.1750665,,left,0,0.06758679099584697,784.275504792,784.275504792,784.275504792,784.275504792,784.275504792,784.275504792,784.275504792,784.275504792,784.7618143329964,784.7618143329964,784.7937679579991,786.2333542080014,786.2333542080014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
