Condition,bern_param_play,bern_param_not_play,dP,impact,avec_key,sans_key,dom_key,ext_key,avec_pos_text,sans_pos_text,dom_pos_text,ext_pos_text,avec_pos_image,sans_pos_image,dom_pos_image,ext_pos_image,trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,firstRun.thisRepN,firstRun.thisTrialN,firstRun.thisN,firstRun.thisIndex,firstBlocks.thisRepN,firstBlocks.thisTrialN,firstBlocks.thisN,firstBlocks.thisIndex,loop_exps23.thisRepN,loop_exps23.thisTrialN,loop_exps23.thisN,loop_exps23.thisIndex,text_instruction,is_task_obs,innerRun.thisRepN,innerRun.thisTrialN,innerRun.thisN,innerRun.thisIndex,bern_param_left_down,bern_param_left_up,bern_param_right_down,bern_param_right_up,bern_param_z,bern_param_up,bern_param_down,innerBlocks.thisRepN,innerBlocks.thisTrialN,innerBlocks.thisN,innerBlocks.thisIndex,age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,nextButton.started,respAge.response,respAge.rt,genderResp1.response,genderResp1.rt,studentResp.response,studentResp.rt,moodResp.response,moodResp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,text_4.started,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,avec_cues.started,sans_cues.started,joueur.started,question_mark_training.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,avec_feedback.started,sans_feedback.started,cross_outcome_training.started,joueur_feedback.started,outcome_feedback.started,text_resultat.started,cross_outcome_training.stopped,outcome_feedback.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,attractiveness.response,attractiveness.rt,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,slider_recommandation.response,slider_recommandation.rt,text.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_2.started,text_2.stopped,text_4.stopped,text_instr_11.started,key_resp_11.started,avec_inst_23.started,sans_instr_23.started,domicile_instr_23.started,exterieur_instr_23.started,avec_instr_23.started,sans_inst_23.started,domicile_inst_23.started,exterieur_inst_23.started,key_resp_11.keys,key_resp_11.rt,observation_var.routineStartVal,key_resp_3.started,avec3.started,sans3.started,domicile3.started,exterieur3.started,observation.started,text_nombre_matchs_third.started,question_trial23.started,numero_joueur_cues_23.started,cross_fixation.started,avec_cues_23.started,sans_cues_23.started,domicile_cues_23.started,exterieur_cues_23.started,question_mark3.started,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,observation_var.routineEndVal,participant,session,group,date,expName,psychopyVersion,frameRate,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.6759008750014,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,419.03962054199656,,right,0,0.06624083300266648,419.14394787499623,419.14394787499623,419.14394787499623,419.14394787499623,419.14394787499623,419.14394787499623,419.14394787499623,419.14394787499623,419.6352641669946,419.6352641669946,419.66736816699995,421.1101183329956,421.1101183329956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.12046262499643,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,421.46023404199514,,left,0,0.3746797490020981,421.8656166669971,421.8656166669971,421.8656166669971,421.8656166669971,421.8656166669971,421.8656166669971,421.8656166669971,421.8656166669971,422.3517071249953,422.3517071249953,422.38394549999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.8528573750009,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,424.2110799169968,,right,0,0.3332814999957918,424.58213824999984,424.58213824999984,424.58213824999984,424.58213824999984,424.58213824999984,424.58213824999984,424.58213824999984,424.58213824999984,425.07578962499974,425.07578962499974,425.1077359999981,426.54799841699423,426.54799841699423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.5566404169949,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,426.87193229200057,,left,0,0.49758441599988146,427.4046780829958,427.4046780829958,427.4046780829958,427.4046780829958,427.4046780829958,427.4046780829958,427.4046780829958,427.4046780829958,427.89825841700076,427.89825841700076,427.9303227919954,429.3739950829986,429.3739950829986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3846630830012,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,429.7284580419946,,left,0,0.31603216599614825,430.07315912500053,430.07315912500053,430.07315912500053,430.07315912500053,430.07315912500053,430.07315912500053,430.07315912500053,430.07315912500053,430.57034562499757,430.57034562499757,430.60250837499916,432.0402381669992,432.0402381669992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0508986249988,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,432.4125246249969,,left,0,0.5870949579984881,433.0303690419969,433.0303690419969,433.0303690419969,433.0303690419969,433.0303690419969,433.0303690419969,433.0303690419969,433.0303690419969,433.5298222079946,433.5298222079946,433.561933207995,435.00027574999694,435.00027574999694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0108746249971,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,435.34870858299837,,left,0,0.3295603740043589,435.7097914170008,435.7097914170008,435.7097914170008,435.7097914170008,435.7097914170008,435.7097914170008,435.7097914170008,435.7097914170008,436.1949939999977,436.1949939999977,436.2271579579974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.6960467079989,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,438.0431871249966,,right,0,0.4322330829963903,438.50773024999944,438.50773024999944,438.50773024999944,438.50773024999944,438.50773024999944,438.50773024999944,438.50773024999944,438.50773024999944,439.0091906669986,439.0091906669986,439.0411485000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.48380554199684,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,440.8106992499961,,right,0,0.02579429100296693,440.87186562499846,440.87186562499846,440.87186562499846,440.87186562499846,440.87186562499846,440.87186562499846,440.87186562499846,440.87186562499846,441.3677615419947,441.3677615419947,441.39973133299645,442.8405552080003,442.8405552080003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8513167919955,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,443.23290845799784,,right,0,0.4770235000032699,443.74121091699635,443.74121091699635,443.74121091699635,443.74121091699635,443.74121091699635,443.74121091699635,443.74121091699635,443.74121091699635,444.2279725420012,444.2279725420012,444.26012574999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.5,0.5,0.0,0,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,1,1,5,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.73165724999853,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,446.05845916699764,,right,0,0.2837824579983135,446.37649195799895,446.37649195799895,446.37649195799895,446.37649195799895,446.37649195799895,446.37649195799895,446.37649195799895,446.37649195799895,446.864810250001,446.864810250001,446.89693845799775,448.3375728329993,448.3375728329993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.9702713750012,468.98164754200116,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,469.3482462079992,471.32560949999606,left,0,6.569871375002549,475.9648127499968,475.9648127499968,475.9648127499968,475.9648127499968,475.9648127499968,475.9648127499968,475.9648127499968,475.9648127499968,476.45254574999854,476.45254574999854,476.4847391250005,477.9305188750004,477.9305188750004,448.3892705830003,448.3892705830003,448.3892705830003,0.013392458000453189,448.3892705830003,448.3892705830003,-3.0,11.257210167001176,"[-0.1377245508982036, -0.016253207869974338, 0.4037639007698888]","[0.00213857998289136, -0.30496150556030793, -0.29127459366980324]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.888151917002688, 15.20933095899818, 18.601645084003394]",['validate'],0.3374679213002566,15.484319165996567,,,,,,,468.98164754200116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9411275829989,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,478.27585308299604,,right,0,1.9643794160001562,480.27166462499736,480.27166462499736,480.27166462499736,480.27166462499736,480.27166462499736,480.27166462499736,480.27166462499736,480.27166462499736,480.75800499999605,480.75800499999605,480.7901330829991,482.2295512499986,482.2295512499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.2557906250004,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,482.575241874998,484.56542441700003,right,0,4.306483541004127,486.9154669169948,486.9154669169948,486.9154669169948,486.9154669169948,486.9154669169948,486.9154669169948,486.9154669169948,486.9154669169948,487.4049869579976,487.4049869579976,487.4374083329967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.9053988749947,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,489.2145835419942,,left,0,0.8952433329977794,490.1484712079982,490.1484712079982,490.1484712079982,490.1484712079982,490.1484712079982,490.1484712079982,490.1484712079982,490.1484712079982,490.64153645799524,490.64153645799524,490.6736722499991,492.11377508299483,492.11377508299483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.1243773749957,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,492.4288497499947,,left,0,0.6142658329990809,493.0842938749993,493.0842938749993,493.0842938749993,493.0842938749993,493.0842938749993,493.0842938749993,493.0842938749993,493.0842938749993,493.5701404579959,493.5701404579959,493.60256516699883,495.049843666995,495.049843666995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.06045320799603,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,495.4166820419996,,left,0,0.39011779099382693,495.84459629200137,495.84459629200137,495.84459629200137,495.84459629200137,495.84459629200137,495.84459629200137,495.84459629200137,495.84459629200137,496.3455680420011,496.3455680420011,496.3770784169974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8238420419948,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,498.1267652919996,,left,0,0.49306912499741884,498.65196787499735,498.65196787499735,498.65196787499735,498.65196787499735,498.65196787499735,498.65196787499735,498.65196787499735,498.65196787499735,499.1376294169968,499.1376294169968,499.169670999996,500.61138054199546,500.61138054199546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.63839558299514,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,500.98289779199695,,left,0,0.45928470799844945,501.4759457079999,501.4759457079999,501.4759457079999,501.4759457079999,501.4759457079999,501.4759457079999,501.4759457079999,501.4759457079999,501.9634865830012,501.9634865830012,501.9956306669992,503.43251733299985,503.43251733299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.45955787500134,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,503.82548300000053,,right,0,0.37731529099983163,504.2445485829958,504.2445485829958,504.2445485829958,504.2445485829958,504.2445485829958,504.2445485829958,504.2445485829958,504.2445485829958,504.73249862499506,504.73249862499506,504.76465041699703,506.20500683299906,506.20500683299906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.22648620799737,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,506.5606797500004,,right,0,0.47681783299776725,507.07231804199546,507.07231804199546,507.07231804199546,507.07231804199546,507.07231804199546,507.07231804199546,507.07231804199546,507.07231804199546,507.56975879200036,507.56975879200036,507.60198200000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.05059529199934,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,509.420925624996,,right,0,0.5505749170042691,510.00547070799803,510.00547070799803,510.00547070799803,510.00547070799803,510.00547070799803,510.00547070799803,510.00547070799803,510.00547070799803,510.49360237499786,510.49360237499786,510.52496512499783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,right,left,up,down,"(0.2,-0.1)","(-0.2,-0.1)","(0,0.1)","(0,-0.3)","(0.2,0.0)","(-0.2,0.0)","(0.0, 0.2)","(0.0,-0.2)",,,,,,,,,0,2,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.99490670799423,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,512.3044322919959,,right,0,0.9338578329989105,513.2751612079956,513.2751612079956,513.2751612079956,513.2751612079956,513.2751612079956,513.2751612079956,513.2751612079956,513.2751612079956,513.7661457919967,513.7661457919967,513.7981226669945,515.2378948749974,515.2378948749974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242716,001,A,2023-07-05_15h38.38.195,vb_task_exp_1,2022.2.5,None,
