age.started,respAge.started,gender.started,genderResp1.started,student.started,studentResp.started,mood.started,moodResp.started,mouse.started,participant,session,group,date,expName,psychopyVersion,frameRate,
12.338907916997414,12.338907916997414,12.338907916997414,12.338907916997414,12.338907916997414,12.338907916997414,12.338907916997414,12.338907916997414,0.0029950829994049855,,,,,,,,
